LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
47,Jun,15,14:53:32,combo,sshd(pam_unix)[23664],check,E1,check
48,Jun,15,14:53:32,combo,sshd(pam_unix)[23664],authentication,E0,authentication
49,Jun,15,14:53:33,combo,sshd(pam_unix)[23665],check,E1,check
50,Jun,15,14:53:33,combo,sshd(pam_unix)[23665],authentication,E0,authentication
51,Jun,15,14:53:34,combo,sshd(pam_unix)[23669],check,E1,check
52,Jun,15,14:53:34,combo,sshd(pam_unix)[23669],authentication,E0,authentication
53,Jun,15,14:53:35,combo,sshd(pam_unix)[23671],check,E1,check
54,Jun,15,14:53:35,combo,sshd(pam_unix)[23671],authentication,E0,authentication
55,Jun,15,14:53:35,combo,sshd(pam_unix)[23673],check,E1,check
56,Jun,15,14:53:35,combo,sshd(pam_unix)[23673],authentication,E0,authentication
57,Jun,15,14:53:35,combo,sshd(pam_unix)[23674],check,E1,check
58,Jun,15,14:53:35,combo,sshd(pam_unix)[23674],authentication,E0,authentication
59,Jun,15,14:53:36,combo,sshd(pam_unix)[23678],check,E1,check
60,Jun,15,14:53:36,combo,sshd(pam_unix)[23678],authentication,E0,authentication
61,Jun,15,14:53:36,combo,sshd(pam_unix)[23677],check,E1,check
62,Jun,15,14:53:36,combo,sshd(pam_unix)[23677],authentication,E0,authentication
63,Jun,15,20:05:31,combo,sshd(pam_unix)[24138],check,E1,check
64,Jun,15,20:05:31,combo,sshd(pam_unix)[24138],authentication,E0,authentication
65,Jun,15,20:05:31,combo,sshd(pam_unix)[24137],check,E1,check
66,Jun,15,20:05:31,combo,sshd(pam_unix)[24137],authentication,E0,authentication
67,Jun,15,20:05:31,combo,sshd(pam_unix)[24141],check,E1,check
68,Jun,15,20:05:31,combo,sshd(pam_unix)[24141],authentication,E0,authentication
69,Jun,15,20:05:31,combo,sshd(pam_unix)[24140],check,E1,check
70,Jun,15,20:05:31,combo,sshd(pam_unix)[24140],authentication,E0,authentication
71,Jun,15,20:05:31,combo,sshd(pam_unix)[24139],check,E1,check
72,Jun,15,20:05:31,combo,sshd(pam_unix)[24139],authentication,E0,authentication
73,Jun,16,04:10:22,combo,su(pam_unix)[25178],session,E2,session
74,Jun,16,04:10:23,combo,su(pam_unix)[25178],session,E2,session
75,Jun,16,04:10:24,combo,logrotate,ALERT,E3,ALERT
76,Jun,16,04:16:17,combo,su(pam_unix)[25548],session,E2,session
77,Jun,16,04:16:18,combo,su(pam_unix)[25548],session,E2,session
78,Jun,17,04:03:33,combo,su(pam_unix)[27953],session,E2,session
79,Jun,17,04:03:34,combo,su(pam_unix)[27953],session,E2,session
80,Jun,17,04:03:36,combo,logrotate,ALERT,E3,ALERT
81,Jun,17,04:09:43,combo,su(pam_unix)[29190],session,E2,session
82,Jun,17,04:09:45,combo,su(pam_unix)[29190],session,E2,session
83,Jun,17,07:07:00,combo,ftpd[29504],connection,E4,connection
84,Jun,17,07:07:00,combo,ftpd[29508],connection,E4,connection
85,Jun,17,07:07:00,combo,ftpd[29507],connection,E4,connection
86,Jun,17,07:07:00,combo,ftpd[29505],connection,E4,connection
87,Jun,17,07:07:00,combo,ftpd[29506],connection,E4,connection
88,Jun,17,07:07:00,combo,ftpd[29509],connection,E4,connection
89,Jun,17,07:07:02,combo,ftpd[29510],connection,E4,connection
90,Jun,17,07:07:04,combo,ftpd[29511],connection,E4,connection
91,Jun,17,19:43:13,combo,sshd(pam_unix)[30565],authentication,E0,authentication
92,Jun,17,20:29:26,combo,sshd(pam_unix)[30631],session,E2,session
93,Jun,17,20:34:57,combo,sshd(pam_unix)[30631],session,E2,session
94,Jun,17,20:55:06,combo,ftpd[30755],connection,E4,connection
95,Jun,17,20:55:06,combo,ftpd[30754],connection,E4,connection
96,Jun,17,20:55:06,combo,ftpd[30753],connection,E4,connection
97,Jun,17,20:55:06,combo,ftpd[30756],connection,E4,connection
98,Jun,17,20:55:06,combo,ftpd[30757],connection,E4,connection
99,Jun,17,20:55:07,combo,ftpd[30758],connection,E4,connection
100,Jun,17,20:55:07,combo,ftpd[30759],connection,E4,connection
101,Jun,18,01:30:59,combo,sshd(pam_unix)[31201],check,E1,check
102,Jun,18,01:30:59,combo,sshd(pam_unix)[31201],authentication,E0,authentication
103,Jun,18,01:30:59,combo,sshd(pam_unix)[31199],check,E1,check
104,Jun,18,01:30:59,combo,sshd(pam_unix)[31199],authentication,E0,authentication
105,Jun,18,01:30:59,combo,sshd(pam_unix)[31198],check,E1,check
106,Jun,18,01:30:59,combo,sshd(pam_unix)[31198],authentication,E0,authentication
107,Jun,18,01:30:59,combo,sshd(pam_unix)[31202],check,E1,check
108,Jun,18,01:30:59,combo,sshd(pam_unix)[31202],authentication,E0,authentication
109,Jun,18,01:30:59,combo,sshd(pam_unix)[31205],check,E1,check
110,Jun,18,01:30:59,combo,sshd(pam_unix)[31205],authentication,E0,authentication
111,Jun,18,01:30:59,combo,sshd(pam_unix)[31200],check,E1,check
112,Jun,18,01:30:59,combo,sshd(pam_unix)[31200],authentication,E0,authentication
113,Jun,18,01:30:59,combo,sshd(pam_unix)[31206],check,E1,check
114,Jun,18,01:30:59,combo,sshd(pam_unix)[31206],authentication,E0,authentication
115,Jun,18,01:30:59,combo,sshd(pam_unix)[31204],check,E1,check
116,Jun,18,01:30:59,combo,sshd(pam_unix)[31204],authentication,E0,authentication
117,Jun,18,01:30:59,combo,sshd(pam_unix)[31203],check,E1,check
118,Jun,18,01:30:59,combo,sshd(pam_unix)[31203],authentication,E0,authentication
119,Jun,18,01:30:59,combo,sshd(pam_unix)[31207],check,E1,check
120,Jun,18,01:30:59,combo,sshd(pam_unix)[31207],authentication,E0,authentication
121,Jun,18,02:08:10,combo,ftpd[31272],connection,E4,connection
122,Jun,18,02:08:10,combo,ftpd[31273],connection,E4,connection
123,Jun,18,02:08:10,combo,ftpd[31274],connection,E4,connection
124,Jun,18,02:08:10,combo,ftpd[31275],connection,E4,connection
125,Jun,18,02:08:10,combo,ftpd[31276],connection,E4,connection
126,Jun,18,02:08:10,combo,ftpd[31277],connection,E4,connection
127,Jun,18,02:08:10,combo,ftpd[31278],connection,E4,connection
128,Jun,18,02:08:11,combo,ftpd[31279],connection,E4,connection
129,Jun,18,02:08:11,combo,ftpd[31280],connection,E4,connection
130,Jun,18,02:08:11,combo,ftpd[31281],connection,E4,connection
131,Jun,18,02:08:11,combo,ftpd[31282],connection,E4,connection
132,Jun,18,02:08:11,combo,ftpd[31283],connection,E4,connection
133,Jun,18,02:08:12,combo,ftpd[31284],connection,E4,connection
134,Jun,18,02:08:12,combo,ftpd[31285],connection,E4,connection
135,Jun,18,02:08:12,combo,ftpd[31286],connection,E4,connection
136,Jun,18,02:23:10,combo,ftpd[31277],User,E5,User
137,Jun,18,04:07:05,combo,su(pam_unix)[31791],session,E2,session
138,Jun,18,04:07:06,combo,su(pam_unix)[31791],session,E2,session
139,Jun,18,04:07:06,combo,logrotate,ALERT,E3,ALERT
140,Jun,18,04:12:42,combo,su(pam_unix)[32164],session,E2,session
141,Jun,18,04:12:43,combo,su(pam_unix)[32164],session,E2,session
142,Jun,19,04:08:55,combo,su(pam_unix)[2192],session,E2,session
143,Jun,19,04:08:55,combo,su(pam_unix)[2192],session,E2,session
144,Jun,19,04:08:57,combo,cups,cupsd,E52,cupsd
145,Jun,19,04:09:02,combo,cups,cupsd,E52,cupsd
146,Jun,19,04:09:11,combo,logrotate,ALERT,E3,ALERT
147,Jun,19,04:15:18,combo,su(pam_unix)[3676],session,E2,session
148,Jun,19,04:15:18,combo,su(pam_unix)[3676],session,E2,session
149,Jun,20,03:40:59,combo,ftpd[8829],connection,E4,connection
150,Jun,20,03:40:59,combo,ftpd[8824],connection,E4,connection
151,Jun,20,03:40:59,combo,ftpd[8828],connection,E4,connection
152,Jun,20,03:40:59,combo,ftpd[8822],connection,E4,connection
153,Jun,20,03:40:59,combo,ftpd[8833],connection,E4,connection
154,Jun,20,03:40:59,combo,ftpd[8827],connection,E4,connection
155,Jun,20,03:40:59,combo,ftpd[8823],connection,E4,connection
156,Jun,20,03:40:59,combo,ftpd[8825],connection,E4,connection
157,Jun,20,03:40:59,combo,ftpd[8826],connection,E4,connection
158,Jun,20,03:40:59,combo,ftpd[8832],connection,E4,connection
159,Jun,20,03:40:59,combo,ftpd[8830],connection,E4,connection
160,Jun,20,03:40:59,combo,ftpd[8831],connection,E4,connection
161,Jun,20,04:02:54,combo,su(pam_unix)[9187],session,E2,session
162,Jun,20,04:02:54,combo,su(pam_unix)[9187],session,E2,session
163,Jun,20,04:02:55,combo,logrotate,ALERT,E3,ALERT
164,Jun,20,04:08:37,combo,su(pam_unix)[9558],session,E2,session
165,Jun,20,04:08:38,combo,su(pam_unix)[9558],session,E2,session
166,Jun,20,04:44:39,combo,snmpd[2318],Received,E6,Received
167,Jun,20,09:20:05,combo,sshd(pam_unix)[10035],check,E1,check
168,Jun,20,09:20:05,combo,sshd(pam_unix)[10035],authentication,E0,authentication
169,Jun,20,09:20:05,combo,sshd(pam_unix)[10037],check,E1,check
170,Jun,20,09:20:05,combo,sshd(pam_unix)[10037],authentication,E0,authentication
171,Jun,20,09:20:05,combo,sshd(pam_unix)[10039],check,E1,check
172,Jun,20,09:20:05,combo,sshd(pam_unix)[10039],authentication,E0,authentication
173,Jun,20,09:20:06,combo,sshd(pam_unix)[10041],check,E1,check
174,Jun,20,09:20:06,combo,sshd(pam_unix)[10041],authentication,E0,authentication
175,Jun,20,09:20:07,combo,sshd(pam_unix)[10043],check,E1,check
176,Jun,20,09:20:07,combo,sshd(pam_unix)[10043],authentication,E0,authentication
177,Jun,20,09:20:07,combo,sshd(pam_unix)[10045],check,E1,check
178,Jun,20,09:20:07,combo,sshd(pam_unix)[10045],authentication,E0,authentication
179,Jun,20,09:20:07,combo,sshd(pam_unix)[10047],check,E1,check
180,Jun,20,09:20:07,combo,sshd(pam_unix)[10047],authentication,E0,authentication
181,Jun,20,09:20:07,combo,sshd(pam_unix)[10049],check,E1,check
182,Jun,20,09:20:07,combo,sshd(pam_unix)[10049],authentication,E0,authentication
183,Jun,20,09:20:08,combo,sshd(pam_unix)[10051],check,E1,check
184,Jun,20,09:20:08,combo,sshd(pam_unix)[10051],authentication,E0,authentication
185,Jun,20,09:20:08,combo,sshd(pam_unix)[10053],check,E1,check
186,Jun,20,09:20:08,combo,sshd(pam_unix)[10053],authentication,E0,authentication
187,Jun,21,04:06:57,combo,su(pam_unix)[12098],session,E2,session
188,Jun,21,04:06:58,combo,su(pam_unix)[12098],session,E2,session
189,Jun,21,04:06:59,combo,logrotate,ALERT,E3,ALERT
190,Jun,21,04:13:03,combo,su(pam_unix)[13327],session,E2,session
191,Jun,21,04:13:04,combo,su(pam_unix)[13327],session,E2,session
192,Jun,21,08:56:36,combo,sshd(pam_unix)[14281],authentication,E0,authentication
193,Jun,21,08:56:36,combo,sshd(pam_unix)[14279],authentication,E0,authentication
194,Jun,21,08:56:36,combo,sshd(pam_unix)[14282],authentication,E0,authentication
195,Jun,21,08:56:36,combo,sshd(pam_unix)[14277],authentication,E0,authentication
196,Jun,21,08:56:36,combo,sshd(pam_unix)[14278],authentication,E0,authentication
197,Jun,21,08:56:36,combo,sshd(pam_unix)[14280],authentication,E0,authentication
198,Jun,22,03:17:26,combo,sshd(pam_unix)[16207],authentication,E0,authentication
199,Jun,22,03:17:26,combo,sshd(pam_unix)[16206],authentication,E0,authentication
200,Jun,22,03:17:35,combo,sshd(pam_unix)[16210],authentication,E0,authentication
201,Jun,22,03:17:36,combo,sshd(pam_unix)[16212],authentication,E0,authentication
202,Jun,22,03:17:36,combo,sshd(pam_unix)[16213],authentication,E0,authentication
203,Jun,22,03:17:45,combo,sshd(pam_unix)[16216],authentication,E0,authentication
204,Jun,22,03:17:46,combo,sshd(pam_unix)[16218],authentication,E0,authentication
205,Jun,22,03:17:46,combo,sshd(pam_unix)[16219],authentication,E0,authentication
206,Jun,22,03:17:52,combo,sshd(pam_unix)[16222],authentication,E0,authentication
207,Jun,22,03:17:55,combo,sshd(pam_unix)[16224],authentication,E0,authentication
208,Jun,22,03:17:56,combo,sshd(pam_unix)[16226],authentication,E0,authentication
209,Jun,22,03:17:56,combo,sshd(pam_unix)[16227],authentication,E0,authentication
210,Jun,22,03:18:02,combo,sshd(pam_unix)[16230],authentication,E0,authentication
211,Jun,22,03:18:05,combo,sshd(pam_unix)[16232],authentication,E0,authentication
212,Jun,22,03:18:06,combo,sshd(pam_unix)[16234],authentication,E0,authentication
213,Jun,22,03:18:06,combo,sshd(pam_unix)[16235],authentication,E0,authentication
214,Jun,22,03:18:10,combo,sshd(pam_unix)[16238],authentication,E0,authentication
215,Jun,22,03:18:12,combo,sshd(pam_unix)[16240],authentication,E0,authentication
216,Jun,22,03:18:15,combo,sshd(pam_unix)[16242],authentication,E0,authentication
217,Jun,22,03:18:16,combo,sshd(pam_unix)[16244],authentication,E0,authentication
218,Jun,22,03:18:16,combo,sshd(pam_unix)[16245],authentication,E0,authentication
219,Jun,22,03:18:20,combo,sshd(pam_unix)[16248],authentication,E0,authentication
220,Jun,22,03:18:22,combo,sshd(pam_unix)[16250],authentication,E0,authentication
221,Jun,22,04:05:58,combo,su(pam_unix)[16663],session,E2,session
222,Jun,22,04:05:59,combo,su(pam_unix)[16663],session,E2,session
223,Jun,22,04:06:00,combo,logrotate,ALERT,E3,ALERT
224,Jun,22,04:11:42,combo,su(pam_unix)[17037],session,E2,session
225,Jun,22,04:11:42,combo,su(pam_unix)[17037],session,E2,session
226,Jun,22,04:30:55,combo,sshd(pam_unix)[17129],check,E1,check
227,Jun,22,04:30:55,combo,sshd(pam_unix)[17129],authentication,E0,authentication
228,Jun,22,04:30:55,combo,sshd(pam_unix)[17125],check,E1,check
229,Jun,22,04:30:55,combo,sshd(pam_unix)[17125],authentication,E0,authentication
230,Jun,22,04:30:55,combo,sshd(pam_unix)[17124],check,E1,check
231,Jun,22,04:30:55,combo,sshd(pam_unix)[17124],authentication,E0,authentication
232,Jun,22,04:30:55,combo,sshd(pam_unix)[17123],check,E1,check
233,Jun,22,04:30:55,combo,sshd(pam_unix)[17123],authentication,E0,authentication
234,Jun,22,04:30:55,combo,sshd(pam_unix)[17132],check,E1,check
235,Jun,22,04:30:55,combo,sshd(pam_unix)[17132],authentication,E0,authentication
236,Jun,22,04:30:55,combo,sshd(pam_unix)[17131],check,E1,check
237,Jun,22,04:30:55,combo,sshd(pam_unix)[17131],authentication,E0,authentication
238,Jun,22,04:30:55,combo,sshd(pam_unix)[17135],check,E1,check
239,Jun,22,04:30:55,combo,sshd(pam_unix)[17135],authentication,E0,authentication
240,Jun,22,04:30:55,combo,sshd(pam_unix)[17137],check,E1,check
241,Jun,22,04:30:55,combo,sshd(pam_unix)[17137],authentication,E0,authentication
242,Jun,22,04:30:56,combo,sshd(pam_unix)[17139],check,E1,check
243,Jun,22,04:30:56,combo,sshd(pam_unix)[17139],authentication,E0,authentication
244,Jun,22,04:30:56,combo,sshd(pam_unix)[17140],check,E1,check
245,Jun,22,04:30:56,combo,sshd(pam_unix)[17140],authentication,E0,authentication
246,Jun,22,13:16:30,combo,ftpd[17886],connection,E4,connection
247,Jun,22,13:16:30,combo,ftpd[17889],connection,E4,connection
248,Jun,22,13:16:30,combo,ftpd[17887],connection,E4,connection
249,Jun,22,13:16:30,combo,ftpd[17888],connection,E4,connection
250,Jun,22,13:16:30,combo,ftpd[17890],connection,E4,connection
251,Jun,22,13:16:30,combo,ftpd[17893],connection,E4,connection
252,Jun,22,13:16:30,combo,ftpd[17879],connection,E4,connection
253,Jun,22,13:16:30,combo,ftpd[17892],connection,E4,connection
254,Jun,22,13:16:30,combo,ftpd[17876],connection,E4,connection
255,Jun,22,13:16:30,combo,ftpd[17875],connection,E4,connection
256,Jun,22,13:16:30,combo,ftpd[17877],connection,E4,connection
257,Jun,22,13:16:30,combo,ftpd[17874],connection,E4,connection
258,Jun,22,13:16:30,combo,ftpd[17882],connection,E4,connection
259,Jun,22,13:16:30,combo,ftpd[17872],connection,E4,connection
260,Jun,22,13:16:30,combo,ftpd[17881],connection,E4,connection
261,Jun,22,13:16:30,combo,ftpd[17878],connection,E4,connection
262,Jun,22,13:16:31,combo,ftpd[17873],connection,E4,connection
263,Jun,22,13:16:31,combo,ftpd[17885],connection,E4,connection
264,Jun,22,13:16:31,combo,ftpd[17884],connection,E4,connection
265,Jun,22,13:16:31,combo,ftpd[17880],connection,E4,connection
266,Jun,22,13:16:31,combo,ftpd[17883],connection,E4,connection
267,Jun,22,13:16:31,combo,ftpd[17891],connection,E4,connection
268,Jun,22,13:16:32,combo,ftpd[17894],connection,E4,connection
269,Jun,23,01:41:29,combo,sshd(pam_unix)[18969],authentication,E0,authentication
270,Jun,23,01:41:29,combo,sshd(pam_unix)[18971],authentication,E0,authentication
271,Jun,23,01:41:29,combo,sshd(pam_unix)[18973],authentication,E0,authentication
272,Jun,23,01:41:29,combo,sshd(pam_unix)[18975],authentication,E0,authentication
273,Jun,23,01:41:29,combo,sshd(pam_unix)[18977],authentication,E0,authentication
274,Jun,23,01:41:30,combo,sshd(pam_unix)[18983],authentication,E0,authentication
275,Jun,23,01:41:30,combo,sshd(pam_unix)[18982],authentication,E0,authentication
276,Jun,23,01:41:30,combo,sshd(pam_unix)[18981],authentication,E0,authentication
277,Jun,23,01:41:30,combo,sshd(pam_unix)[18976],authentication,E0,authentication
278,Jun,23,01:41:32,combo,sshd(pam_unix)[18967],authentication,E0,authentication
279,Jun,23,02:55:14,combo,sshd(pam_unix)[19085],check,E1,check
280,Jun,23,02:55:14,combo,sshd(pam_unix)[19085],authentication,E0,authentication
281,Jun,23,04:05:28,combo,su(pam_unix)[19534],session,E2,session
282,Jun,23,04:05:29,combo,su(pam_unix)[19534],session,E2,session
283,Jun,23,04:05:30,combo,logrotate,ALERT,E3,ALERT
284,Jun,23,04:13:08,combo,su(pam_unix)[24180],session,E2,session
285,Jun,23,04:13:09,combo,su(pam_unix)[24180],session,E2,session
286,Jun,23,23:30:03,combo,sshd(pam_unix)[26189],authentication,E0,authentication
287,Jun,23,23:30:03,combo,sshd(pam_unix)[26188],authentication,E0,authentication
288,Jun,23,23:30:04,combo,sshd(pam_unix)[26193],authentication,E0,authentication
289,Jun,23,23:30:04,combo,sshd(pam_unix)[26182],authentication,E0,authentication
290,Jun,23,23:30:04,combo,sshd(pam_unix)[26183],authentication,E0,authentication
291,Jun,23,23:30:04,combo,sshd(pam_unix)[26184],authentication,E0,authentication
292,Jun,23,23:30:05,combo,sshd(pam_unix)[26197],authentication,E0,authentication
293,Jun,23,23:30:05,combo,sshd(pam_unix)[26198],authentication,E0,authentication
294,Jun,23,23:30:05,combo,sshd(pam_unix)[26190],authentication,E0,authentication
295,Jun,24,04:05:34,combo,su(pam_unix)[26938],session,E2,session
296,Jun,24,04:05:35,combo,su(pam_unix)[26938],session,E2,session
297,Jun,24,04:05:35,combo,logrotate,ALERT,E3,ALERT
298,Jun,24,04:11:12,combo,su(pam_unix)[27311],session,E2,session
299,Jun,24,04:11:12,combo,su(pam_unix)[27311],session,E2,session
300,Jun,24,18:55:11,combo,ftpd[28568],connection,E4,connection
301,Jun,24,18:55:11,combo,ftpd[28566],connection,E4,connection
302,Jun,24,18:55:11,combo,ftpd[28562],connection,E4,connection
303,Jun,24,18:55:11,combo,ftpd[28563],connection,E4,connection
304,Jun,24,18:55:11,combo,ftpd[28565],connection,E4,connection
305,Jun,24,18:55:11,combo,ftpd[28564],connection,E4,connection
306,Jun,24,18:55:11,combo,ftpd[28567],connection,E4,connection
307,Jun,24,18:55:18,combo,ftpd[28570],connection,E4,connection
308,Jun,24,18:55:18,combo,ftpd[28571],connection,E4,connection
309,Jun,24,18:55:18,combo,ftpd[28569],connection,E4,connection
310,Jun,24,18:55:18,combo,ftpd[28572],connection,E4,connection
311,Jun,24,18:55:18,combo,ftpd[28574],connection,E4,connection
312,Jun,24,18:55:18,combo,ftpd[28573],connection,E4,connection
313,Jun,25,04:04:25,combo,su(pam_unix)[29690],session,E2,session
314,Jun,25,04:04:25,combo,su(pam_unix)[29690],session,E2,session
315,Jun,25,04:04:26,combo,logrotate,ALERT,E3,ALERT
316,Jun,25,04:10:34,combo,su(pam_unix)[30934],session,E2,session
317,Jun,25,04:10:35,combo,su(pam_unix)[30934],session,E2,session
318,Jun,25,04:41:49,combo,sshd(pam_unix)[31031],check,E1,check
319,Jun,25,04:41:49,combo,sshd(pam_unix)[31031],authentication,E0,authentication
320,Jun,25,04:41:49,combo,sshd(pam_unix)[31035],check,E1,check
321,Jun,25,04:41:49,combo,sshd(pam_unix)[31035],authentication,E0,authentication
322,Jun,25,04:41:49,combo,sshd(pam_unix)[31034],check,E1,check
323,Jun,25,04:41:49,combo,sshd(pam_unix)[31034],authentication,E0,authentication
324,Jun,25,04:41:49,combo,sshd(pam_unix)[31036],check,E1,check
325,Jun,25,04:41:49,combo,sshd(pam_unix)[31036],authentication,E0,authentication
326,Jun,25,04:41:51,combo,sshd(pam_unix)[31025],check,E1,check
327,Jun,25,04:41:51,combo,sshd(pam_unix)[31025],authentication,E0,authentication
328,Jun,25,04:41:51,combo,sshd(pam_unix)[31028],check,E1,check
329,Jun,25,04:41:51,combo,sshd(pam_unix)[31028],authentication,E0,authentication
330,Jun,25,04:41:51,combo,sshd(pam_unix)[31020],check,E1,check
331,Jun,25,04:41:51,combo,sshd(pam_unix)[31020],authentication,E0,authentication
332,Jun,25,04:41:51,combo,sshd(pam_unix)[31027],check,E1,check
333,Jun,25,04:41:51,combo,sshd(pam_unix)[31027],authentication,E0,authentication
334,Jun,25,04:41:51,combo,sshd(pam_unix)[31021],check,E1,check
335,Jun,25,04:41:51,combo,sshd(pam_unix)[31021],authentication,E0,authentication
336,Jun,25,04:41:51,combo,sshd(pam_unix)[31024],check,E1,check
337,Jun,25,04:41:51,combo,sshd(pam_unix)[31024],authentication,E0,authentication
338,Jun,25,09:20:24,combo,ftpd[31475],connection,E4,connection
339,Jun,25,09:20:24,combo,ftpd[31477],connection,E4,connection
340,Jun,25,09:20:24,combo,ftpd[31474],connection,E4,connection
341,Jun,25,09:20:24,combo,ftpd[31476],connection,E4,connection
342,Jun,25,09:20:24,combo,ftpd[31473],connection,E4,connection
343,Jun,25,09:20:24,combo,ftpd[31467],connection,E4,connection
344,Jun,25,09:20:24,combo,ftpd[31470],connection,E4,connection
345,Jun,25,09:20:24,combo,ftpd[31465],connection,E4,connection
346,Jun,25,09:20:24,combo,ftpd[31472],connection,E4,connection
347,Jun,25,09:20:24,combo,ftpd[31468],connection,E4,connection
348,Jun,25,09:20:24,combo,ftpd[31463],connection,E4,connection
349,Jun,25,09:20:24,combo,ftpd[31471],connection,E4,connection
350,Jun,25,09:20:24,combo,ftpd[31469],connection,E4,connection
351,Jun,25,09:20:24,combo,ftpd[31462],connection,E4,connection
352,Jun,25,09:20:24,combo,ftpd[31464],connection,E4,connection
353,Jun,25,09:20:24,combo,ftpd[31466],connection,E4,connection
354,Jun,25,09:20:24,combo,ftpd[31461],connection,E4,connection
355,Jun,25,09:20:24,combo,ftpd[31460],connection,E4,connection
356,Jun,25,19:25:30,combo,ftpd[32328],connection,E4,connection
357,Jun,25,19:25:30,combo,ftpd[32329],connection,E4,connection
358,Jun,25,19:25:30,combo,ftpd[32324],connection,E4,connection
359,Jun,25,19:25:30,combo,ftpd[32326],connection,E4,connection
360,Jun,25,19:25:30,combo,ftpd[32323],connection,E4,connection
361,Jun,25,19:25:30,combo,ftpd[32327],connection,E4,connection
362,Jun,25,19:25:30,combo,ftpd[32325],connection,E4,connection
363,Jun,25,19:25:30,combo,ftpd[32331],connection,E4,connection
364,Jun,25,19:25:30,combo,ftpd[32330],connection,E4,connection
365,Jun,25,19:25:31,combo,ftpd[32333],connection,E4,connection
366,Jun,25,19:25:31,combo,ftpd[32332],connection,E4,connection
367,Jun,25,19:25:31,combo,ftpd[32334],connection,E4,connection
368,Jun,25,19:25:34,combo,ftpd[32335],connection,E4,connection
